,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h,Decay Rate mV/h
272,101.07,44,5,8,7.5,2.2,7,134,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,62.5,25,0.125,0,25,4320 ,0,0,0,0,500,60,0,0,0,0,1.5,0.6,0,1,1,10,1000,0.04
273,101.07,44,5,8,7.5,2.2,7,134,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,62.5,25,0.125,0,25,4320 ,0,0,0,0,500,60,0,0,0,0,1.5,0.6,0,1,1,10,1500,0.03
274,95.94,42,5,6,7.35,2.16,5,139,47.867,22,4,4,6.81,1.54,2,147,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,51.52240191,34.7978526,0.136797455,0,100,30 ,1,0,1,0,25,0,0,0,0,0,0.04375,0.106730769,1,0,0.1,5,10,5.1
275,54.938,25,4,7,7.4,1.56,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,220,10 ,0,0,0,0,220,360,0,0,0,0,3.5,0,0,1,2,10,8000,0.01
276,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,127.6,52,52,5,16,9.0096,2.1,10,0,0,0,0,0,0,0,0,37.4747407,37.47014966,0.250551096,0,180,1080 ,0,0,0,0,25,0,0,0,0,0,0.15,0,0,0,1,10,20,7.55
277,192.217,77,6,9,9.1,2.2,7,136,180.947,73,6,5,7.89,1.5,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,25,,1,0,0,0,350,60,0,0,0,0,0.661956411,0,1,0,0.2,50,4,6.78
278,192.217,77,6,9,9.1,2.2,7,136,180.947,73,6,5,7.89,1.5,3,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,25,,1,0,0,0,550,60,0,0,0,0,0.661956411,0,1,0,0.2,50,4,4.79
279,32.065,16,3,16,10.31,2.58,0,127,101.07,44,5,8,7.5,2.2,7,134,55.845,26,4,8,7.83,1.83,6,126,0,0,0,0,0,0,0,0,97.67869455,1.160652724,0.011606527,0,200,120 ,1,0,1,0,400,300,0,0,0,0,0.038860759,0.155443038,0,0,0.1,1,50,0.72
280,32.065,16,3,16,10.31,2.58,0,127,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.82571794,1.17428206,0,0,200,120 ,1,0,1,0,400,300,0,0,0,0,0.026962025,0.1078481,0,0,0.1,1,50,0.71
281,32.065,16,3,16,10.31,2.58,0,127,101.07,44,5,8,7.5,2.2,7,134,55.845,26,4,8,7.83,1.83,6,126,0,0,0,0,0,0,0,0,97.67869455,1.160652724,0.011606527,0,200,120 ,1,0,1,0,400,300,0,0,0,0,0.038860759,0.155443038,0,0,0.1,10,10,2.04
282,32.065,16,3,16,10.31,2.58,0,127,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.82571794,1.17428206,0,0,200,120 ,1,0,1,0,400,300,0,0,0,0,0.026962025,0.1078481,0,0,0.1,10,10,2.46
283,107.868,47,5,11,7.54,1.93,10,144,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.04378186,39.95621814,0,0,200,300 ,1,0,1,0,300,120,0,0,0,1,0.03378,0.13512,0,0,1,5,6,17.67
284,107.868,47,5,11,7.54,1.93,10,144,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.04378186,39.95621814,0,0,200,300 ,1,0,1,0,300,120,0,0,0,1,0.03378,0.13512,0,0,0.1,5,6,7.17
285,63.546,29,4,11,7.69,1.9,10,128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,2.05
286,192.217,77,6,9,9.1,2.2,7,136,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,44.44444444,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,2.51
287,63.546,29,4,11,7.69,1.9,10,128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,5,0.08
288,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,2.15
289,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,1.93
290,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,1.07
291,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,250,120 ,1,0,1,0,25,0,0,0,0,0,0.050955414,0,0,0,0.1,1,10,1.44
292,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,180 ,1,0,0,0,500,120,0,0,0,0,0.7,0,0,0,1,10,24,0.96
293,192.217,77,6,9,9.1,2.2,7,136,138.905,57,6,3,5.5,1.1,1,187,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,82.43833712,9.376154773,0.081855081,0,60,720 ,1,0,0,0,900,180,0,1,0,0,0.0275,0.5225,0,1,1,10,134,0.23
294,101.07,44,5,8,7.5,2.2,7,134,65.38,30,4,12,9.35,1.65,10,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5030906,35.4969094,0,0,25,0 ,1,0,0,0,350,80,0,0,0,1,0.52,0,0,1,1,10,20,0.95
295,192.217,77,6,9,9.1,2.2,7,136,12.0107,6,2,14,11.22,2.56,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,30 ,1,0,0,0,400,120,0,0,1,0,0.016,0.784,0,0,1,10,12,3.58
296,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,30 ,1,0,0,0,400,30,0,0,0,0,0.25,0,0,1,1,200,130,1.05
297,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,30 ,1,0,0,0,400,30,0,0,0,0,0.35,0,0,1,1,200,450.92578,0.39
298,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,30 ,1,0,0,0,400,30,0,0,0,0,0.6,0,0,1,1,200,525.25341,0.42
299,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,320,120 ,1,0,1,0,25,0,0,0,0,0,0.105,0.42,0,0,0.5,10,5.555555556,4.86
300,101.07,44,5,8,7.5,2.2,7,134,118.71,50,5,14,7.37,1.96,10,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091,9.090909091,0,0,25,120 ,1,0,0,0,350,120,0,0,0,0,0.5,0,0,1,1,10,150,0.28
301,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,120 ,1,1,0,0,25,0,0,0,0,0,0.0306,0.1224,0,0,0.1,10,11.11111111,4.05
302,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,60 ,1,0,0,0,350,30,0,0,0,0,0.25,0,0,0,1,10,2,9.34
303,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,60 ,1,0,0,0,450,30,0,0,0,0,0.25,0,0,0,1,10,2,4.89
304,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,60 ,1,0,0,0,550,30,0,0,0,0,0.25,0,0,0,1,10,2,3.15
305,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,60 ,1,0,0,0,650,30,0,0,0,0,0.25,0,0,0,1,10,2,5.06
306,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,160,300 ,1,0,0,0,25,0,0,0,0,0,0.0115,0.0115,0,0,0.1,2.5,8,2.62
307,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,160,300 ,1,0,0,0,25,0,0,0,0,0,0.0115,0.0115,0,0,0.5,2.5,8,1.21
308,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,160,300 ,1,0,0,0,25,0,0,0,0,0,0.0115,0.0115,0,0,0.1,5,5,3.78
309,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,160,300 ,1,0,0,0,25,0,0,0,0,0,0.0115,0.0115,0,0,0.1,10,5,7.64
310,101.07,44,5,8,7.5,2.2,7,134,102.905,45,5,9,7.7,2.28,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.01459085,9.985409148,0,0,180,140 ,1,0,1,0,286,120,0,0,0,0,0.0204,0.0816,0,0,0.1,5,2.222222222,54.45
311,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.73814378,24.26185622,0,0,25,2 ,1,1,0,0,25,0,0,0,0,1,0.05,0.05,0,0,1,5,14,1.43
312,95.94,42,5,6,7.35,2.16,5,139,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,180,720 ,0,0,0,0,450,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,3.15
313,95.94,42,5,6,7.35,2.16,5,139,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,180,720 ,0,0,0,0,450,360,0,0,0,0,0.2,0,0,1,0.1,10,5.5555,5.76
314,95.94,42,5,6,7.35,2.16,5,139,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,180,720 ,0,0,0,0,450,360,0,0,0,0,0.2,0,0,1,0.1,10,5.5555,4.5
315,183.84,74,6,6,7.98,2.36,4,141,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.02532438,2.974675623,0,0,25,,1,0,0,0,900,180,0,1,0,0,5.2,0,0,1,1,10,10,4.5
316,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,200,720 ,0,0,0,0,25,0,0,0,0,0,0.006676096,0.106478076,1,0,1,10,2,28
317,63.546,29,4,11,7.69,1.9,10,128,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7212496,24.2787504,0,0,25,120 ,1,0,0,0,25,0,0,0,0,1,0.25477707,0,0,0,1,10,20,4.2
318,58.933,27,4,9,7.81,1.88,7,125,54.938,25,4,7,7.4,1.56,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,0,25,0,0,0,0,0,10,0,0,1,0.1,200,55,6.15
319,58.933,27,4,9,7.81,1.88,7,125,54.938,25,4,7,7.4,1.56,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,0,25,0,0,0,0,0,10,0,0,1,0.1,100,327,0.9
320,101.07,44,5,8,7.5,2.2,7,134,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.54759065,12.45240935,0,0,210,300 ,1,0,1,0,250,90,0,0,0,0,0.08492569,0.16985138,0,0,0.1,10,5.6,16.25
321,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,,1,0,0,1,700,120,0,1,0,0,0.282142857,0.075,0,0,1,10,80,0.86
322,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,,1,0,0,1,700,120,0,1,0,0,0.282142857,0.075,0,0,1,20,50,1.56
323,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,127.6,52,52,5,16,9.0096,2.1,10,0,0,0,0,0,0,0,0,40.18838305,40.18838305,0.196232339,0,190,120 ,1,0,1,0,25,0,0,0,0,0,0.354107649,0,0,0,1,10,24,2.17
324,195.084,78,6,10,8.9,2.28,9,139,192.217,77,6,9,9.1,2.2,7,136,106.42,46,5,10,8.3,2.2,10,137,0,0,0,0,0,0,0,0,60,20,0.2,0,200,60 ,1,0,1,0,400,120,0,1,0,0,0.010191083,0.040764331,0,0,0.1,10,4,18.75
325,192.217,77,6,9,9.1,2.2,7,136,65.38,30,4,12,9.35,1.65,10,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89518971,34.10481029,0,0,70,75 ,1,0,0,0,600,720,0,0,0,0,0.849858357,0,0,0,1,10,2.777777778,4.02
326,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,70,75 ,1,0,0,0,600,720,0,0,0,0,0.849858357,0,0,0,1,10,2.777777778,15.8
327,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,4 ,1,0,0,0,300,70,0,0,0,0,0.040677966,0,0,1,0.1,1,16,2.19
328,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,4 ,1,0,0,0,300,70,0,0,0,0,0.174135684,0,0,1,0.1,10,16,7.03
329,58.933,27,4,9,7.81,1.88,7,125,6.941,3,2,1,5.37,0.98,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,25,4 ,1,0,0,0,300,70,0,0,0,0,0.174135684,0,0,1,0.1,10,16,12.48
330,58.933,27,4,9,7.81,1.88,7,125,6.941,3,2,1,5.37,0.98,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,7.5,0,0,25,4 ,1,0,0,0,300,70,0,0,0,0,0.174135684,0,0,1,0.1,10,14.3,11.58
331,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,145,2880 ,1,0,1,0,25,0,0,0,0,0,0.127388535,0,0,0,0.1,50,4,23.75
332,65.38,30,4,12,9.35,1.65,10,138,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.20770931,1.792290695,0,0,25,300 ,1,0,0,0,950,120,0,1,0,0,0.010265494,0.188678185,0,0,1,10,5.56,4.5
333,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,160,300 ,1,0,1,0,200,120,0,1,0,0,0.032648,0.391352,0,0,0.1,10,11,4.64
334,183.84,74,6,6,7.98,2.36,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,180,960 ,0,0,0,0,300,180,0,0,0,1,6,0,0,1,1,10,10,33.5
335,50.942,23,4,5,6.76,1.63,3,134,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.48558887,13.51441113,0,0,25,720 ,1,0,0,0,400,240,0,0,0,0,0.592216582,0,0,0,1,10,20,3.5
336,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,66.5,30,0.035,0,250,60 ,1,0,0,0,25,0,0,1,0,0,0.02,0.056458333,1,0,1,10,2,15
337,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,66.5,30,0.035,0,250,60 ,1,0,0,0,25,0,0,1,0,0,0.05,0.141145833,1,0,1,10,2,10
338,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,66.5,30,0.035,0,250,60 ,1,0,0,0,25,0,0,1,0,0,0.1,0.282291667,1,0,1,10,2,5
339,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,66.5,30,0.035,0,250,60 ,1,0,0,0,25,0,0,1,0,0,0.05,0.141145833,1,0,1,10,24,1.67
340,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,66.5,30,0.035,0,250,60 ,1,0,0,0,25,0,0,1,0,0,0.1,0.282291667,1,0,1,10,24,1.25
341,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,180,720 ,0,0,1,0,450,360,0,0,0,0,0.2,0,0,0,0.1,10,5.56,101.24
342,101.07,44,5,8,7.5,2.2,7,134,95.94,42,5,6,7.35,2.16,5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,180,720 ,0,0,1,0,450,360,0,0,0,0,0.2,0,0,0,0.1,10,5.56,9.27
343,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,46.27532545,36.15071001,0.175739645,0,260,40 ,1,0,1,0,25,0,0,0,0,0,0.016499508,0,0,0,1,10,20,0.7
344,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.14163679,43.85836321,0,0,260,40 ,1,0,1,0,25,0,0,0,0,0,0.013400673,0,0,0,1,10,20,2.5
345,192.217,77,6,9,9.1,2.2,7,136,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.47586537,27.52413463,0,0,260,40 ,1,0,1,0,25,0,0,0,0,0,0.014603175,0,0,0,1,10,20,2.64
346,192.217,77,6,9,9.1,2.2,7,136,190.23,76,6,8,8.7,2.2,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,15 ,1,1,0,1,200,120,0,1,0,0,0.163057325,0,0,0,0.1,1,0.5,19.75
347,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,15 ,1,1,0,1,200,120,0,1,0,0,0.163057325,0,0,0,0.1,1,0.5,37.37
348,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,15 ,1,1,0,1,200,120,0,1,0,0,0.124416136,0,0,0,0.1,1,0.5,45.66
349,63.546,29,4,11,7.69,1.9,10,128,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,0,0,25,,1,0,0,0,400,480,0,0,0,0,0.857142857,0,0,0,1,10,5.56,2.16
350,192.217,77,6,9,9.1,2.2,7,136,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,46,0,0,80,60 ,1,0,1,0,400,60,0,0,0,0,1,0,0,1,1,200,60,0.35
351,192.217,77,6,9,9.1,2.2,7,136,174.967,71,6,3,5.4259,1.27,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,3.49
352,192.217,77,6,9,9.1,2.2,7,136,164.93,67,6,3,6.022,1.23,10,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,3.37
353,192.217,77,6,9,9.1,2.2,7,136,151.964,63,6,3,5.67,1.2,10,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,2.18
354,192.217,77,6,9,9.1,2.2,7,136,150.36,62,6,3,6.55,1.1,10,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,1.98
355,192.217,77,6,9,9.1,2.2,7,136,144.242,60,6,3,6.31,1.14,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,2.83
356,192.217,77,6,9,9.1,2.2,7,136,140.904,59,6,3,5.76,1.13,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,4.29
357,192.217,77,6,9,9.1,2.2,7,136,138.905,57,6,3,5.5,1.1,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0116731,49.9883269,0,0,180,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,3.22
358,22.9897,11,3,1,5.12,0.93,0,190,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.57299892,6.427001083,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,10.2
359,22.9897,11,3,1,5.12,0.93,0,190,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.92223587,12.07776413,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,3.68
360,22.9897,11,3,1,5.12,0.93,0,190,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.44752842,21.55247158,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,3.54
361,22.9897,11,3,1,5.12,0.93,0,190,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.53799531,35.46200469,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,4.52
362,192.217,77,6,9,9.1,2.2,7,136,22.9897,11,3,1,5.12,0.93,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.35712371,47.64287629,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,2.38
363,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,120,300 ,1,0,1,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,6,29.63
364,101.07,44,5,8,7.5,2.2,7,134,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.43192542,48.56807458,0,0,200,1440 ,0,0,1,0,250,60,0,0,0,1,0.25,1.25,0,0,1,5,10,11
365,192.217,77,6,9,9.1,2.2,7,136,58.933,27,4,9,7.81,1.88,7,125,32.065,16,3,16,10.31,2.58,0,127,0,0,0,0,0,0,0,0,35.31694696,32.34152652,32.34152652,0,250,60 ,1,0,1,0,25,0,0,1,0,1,0.168539326,0,0,1,0.1,10,100,0.85
